  179.89  -88.33   0.193    0.00    1.00
  113.54  -89.42   0.290    0.00    1.00
 -135.96  -88.82   0.171    0.00    1.00
 -116.16  -83.25   0.103    0.00    1.00
  -91.84  -84.14   0.141    0.00    1.00
  146.12  -78.40   0.151    0.00    1.00
 -149.28  -87.99   0.291    0.00    1.00
   98.45  -88.60   0.248    0.00    1.00
 -120.20  -74.97   0.117    0.00    1.00
  131.78  -74.94   0.275    0.00    1.00
  -79.58  -87.39   0.188    0.00    1.00
 -142.01  -77.59   0.240    0.00    1.00
  143.16  -89.91   0.274    0.00    1.00
 -144.12  -76.39   0.272    0.00    1.00
 -177.41  -85.17   0.224    0.00    1.00
 -167.92  -76.41   0.196    0.00    1.00
  171.48  -79.06   0.143    0.00    1.00
  -87.56  -89.16   0.143    0.00    1.00
  151.86  -74.62   0.243    0.00    1.00
  163.06  -89.40   0.177    0.00    1.00
  -77.36  -88.38   0.236    0.00    1.00
  154.30  -84.07   0.296    0.00    1.00
 -136.89  -88.87   0.257    0.00    1.00
 -133.29  -89.05   0.210    0.00    1.00
 -143.59  -89.36   0.156    0.00    1.00
  175.05  -79.62   0.233    0.00    1.00
  152.03  -86.56   0.246    0.00    1.00
  111.13  -88.50   0.294    0.00    1.00
  -96.25  -85.99   0.225    0.00    1.00
 -134.47  -89.29   0.210    0.00    1.00
 -169.65  -89.33   0.275    0.00    1.00
  -75.02  -86.33   0.130    0.00    1.00
  -81.82  -81.17   0.242    0.00    1.00
 -122.01  -84.77   0.140    0.00    1.00
  -91.37  -86.99   0.266    0.00    1.00
  171.00  -88.72   0.172    0.00    1.00
 -173.37  -88.80   0.296    0.00    1.00
 -132.34  -78.64   0.175    0.00    1.00
  -78.54  -89.99   0.177    0.00    1.00
 -151.04  -88.07   0.263    0.00    1.00
 -117.67  -83.34   0.288    0.00    1.00
  163.47  -89.19   0.129    0.00    1.00
 -176.49  -87.52   0.236    0.00    1.00
 -149.18  -82.52   0.215    0.00    1.00
 -154.64  -88.60   0.210    0.00    1.00
 -120.81  -81.94   0.189    0.00    1.00
  136.32  -88.50   0.123    0.00    1.00
 -116.60  -89.62   0.191    0.00    1.00
 -152.96  -86.25   0.104    0.00    1.00
  163.36  -85.58   0.157    0.00    1.00
 -174.48  -88.47   0.127    0.00    1.00
  168.87  -87.84   0.102    0.00    1.00
 -102.22  -74.90   0.281    0.00    1.00
  143.67  -89.46   0.126    0.00    1.00
  -75.53  -85.52   0.104    0.00    1.00
 -142.53  -88.03   0.187    0.00    1.00
  -68.31  -88.04   0.126    0.00    1.00
 -146.57  -76.79   0.222    0.00    1.00
 -151.04  -88.55   0.204    0.00    1.00
 -134.85  -87.92   0.186    0.00    1.00
  156.44  -77.33   0.139    0.00    1.00
 -108.72  -88.92   0.272    0.00    1.00
  -72.44  -79.32   0.138    0.00    1.00
  135.81  -89.89   0.106    0.00    1.00
 -179.66  -87.24   0.225    0.00    1.00
  -93.95  -78.97   0.183    0.00    1.00
  131.98  -87.61   0.249    0.00    1.00
  173.01  -84.35   0.207    0.00    1.00
 -141.05  -89.33   0.269    0.00    1.00
  -58.60  -89.82   0.130    0.00    1.00
 -169.86  -89.62   0.286    0.00    1.00
  -68.97  -89.62   0.190    0.00    1.00
  -61.02  -87.33   0.299    0.00    1.00
 -131.98  -89.66   0.286    0.00    1.00
 -113.27  -88.74   0.118    0.00    1.00
 -127.56  -84.58   0.153    0.00    1.00
 -125.60  -72.82   0.154    0.00    1.00
  137.53  -82.54   0.283    0.00    1.00
  -93.81  -80.42   0.171    0.00    1.00
  -98.51  -88.70   0.171    0.00    1.00
  -81.80  -88.11   0.185    0.00    1.00
 -119.84  -88.18   0.101    0.00    1.00
 -123.61  -85.44   0.160    0.00    1.00
  -65.17  -87.06   0.233    0.00    1.00
  176.29  -86.36   0.258    0.00    1.00
  -75.49  -84.13   0.277    0.00    1.00
 -104.94  -72.88   0.269    0.00    1.00
 -168.12  -87.90   0.240    0.00    1.00
 -135.85  -75.94   0.140    0.00    1.00
 -114.02  -89.66   0.196    0.00    1.00
 -156.93  -83.37   0.243    0.00    1.00
  -91.18  -86.29   0.289    0.00    1.00
  172.18  -89.12   0.179    0.00    1.00
  -95.07  -85.29   0.256    0.00    1.00
  -50.53  -87.71   0.157    0.00    1.00
 -150.92  -82.91   0.118    0.00    1.00
  -42.77  -86.88   0.216    0.00    1.00
 -140.66  -79.93   0.288    0.00    1.00
 -136.44  -85.12   0.237    0.00    1.00
  -52.31  -89.41   0.292    0.00    1.00
  -30.06  -89.00   0.236    0.00    1.00
 -131.35  -89.32   0.133    0.00    1.00
 -131.52  -85.18   0.284    0.00    1.00
  168.47  -82.71   0.195    0.00    1.00
  -16.07  -89.53   0.132    0.00    1.00
 -108.35  -82.55   0.246    0.00    1.00
  -35.59  -86.04   0.214    0.00    1.00
  -17.14  -84.67   0.114    0.00    1.00
  -35.26  -82.40   0.105    0.00    1.00
 -130.39  -89.23   0.111    0.00    1.00
 -158.67  -82.52   0.259    0.00    1.00
 -155.67  -89.84   0.150    0.00    1.00
  -34.50  -87.15   0.287    0.00    1.00
 -152.77  -87.62   0.235    0.00    1.00
  178.06  -81.49   0.183    0.00    1.00
   -7.44  -87.51   0.180    0.00    1.00
  -93.41  -84.14   0.175    0.00    1.00
 -135.58  -78.18   0.117    0.00    1.00
 -109.87  -80.45   0.208    0.00    1.00
 -173.65  -88.07   0.201    0.00    1.00
 -175.32  -89.82   0.165    0.00    1.00
   -2.15  -87.19   0.110    0.00    1.00
 -129.74  -86.06   0.276    0.00    1.00
  -11.13  -88.12   0.288    0.00    1.00
  -48.18  -87.48   0.232    0.00    1.00
 -148.76  -89.16   0.166    0.00    1.00
 -177.65  -84.34   0.292    0.00    1.00
  -61.93  -88.47   0.283    0.00    1.00
 -168.29  -86.22   0.211    0.00    1.00
   -8.66  -87.82   0.252    0.00    1.00
   22.26  -89.76   0.165    0.00    1.00
  -18.78  -87.32   0.150    0.00    1.00
  -54.46  -87.62   0.213    0.00    1.00
 -101.82  -89.97   0.178    0.00    1.00
  -75.39  -86.96   0.147    0.00    1.00
