  -79.58  -87.39   0.188    0.00    1.00
 -142.01  -77.59   0.240    0.00    1.00
  143.16  -89.91   0.274    0.00    1.00
 -144.12  -76.39   0.272    0.00    1.00
 -177.41  -85.17   0.224    0.00    1.00
 -167.92  -76.41   0.196    0.00    1.00
  171.48  -79.06   0.143    0.00    1.00
  -87.56  -89.16   0.143    0.00    1.00
  151.86  -74.62   0.243    0.00    1.00
  163.06  -89.40   0.177    0.00    1.00
  -77.36  -88.38   0.236    0.00    1.00
  154.30  -84.07   0.296    0.00    1.00
 -136.89  -88.87   0.257    0.00    1.00
 -133.29  -89.05   0.210    0.00    1.00
 -143.59  -89.36   0.156    0.00    1.00
  175.05  -79.62   0.233    0.00    1.00
  152.03  -86.56   0.246    0.00    1.00
  111.13  -88.50   0.294    0.00    1.00
  -96.25  -85.99   0.225    0.00    1.00
 -134.47  -89.29   0.210    0.00    1.00
 -169.65  -89.33   0.275    0.00    1.00
  -75.02  -86.33   0.130    0.00    1.00
  -81.82  -81.17   0.242    0.00    1.00
 -122.01  -84.77   0.140    0.00    1.00
  -91.37  -86.99   0.266    0.00    1.00
  171.00  -88.72   0.172    0.00    1.00
 -173.37  -88.80   0.296    0.00    1.00
 -132.34  -78.64   0.175    0.00    1.00
  -78.54  -89.99   0.177    0.00    1.00
 -151.04  -88.07   0.263    0.00    1.00
 -117.67  -83.34   0.288    0.00    1.00
  163.47  -89.19   0.129    0.00    1.00
 -176.49  -87.52   0.236    0.00    1.00
 -149.18  -82.52   0.215    0.00    1.00
 -154.64  -88.60   0.210    0.00    1.00
 -120.81  -81.94   0.189    0.00    1.00
  136.32  -88.50   0.123    0.00    1.00
 -116.60  -89.62   0.191    0.00    1.00
 -152.96  -86.25   0.104    0.00    1.00
  163.36  -85.58   0.157    0.00    1.00
  156.44  -77.33   0.139    0.00    1.00
 -108.72  -88.92   0.272    0.00    1.00
  -72.44  -79.32   0.138    0.00    1.00
  135.81  -89.89   0.106    0.00    1.00
 -179.66  -87.24   0.225    0.00    1.00
  -93.95  -78.97   0.183    0.00    1.00
  131.98  -87.61   0.249    0.00    1.00
  173.01  -84.35   0.207    0.00    1.00
 -141.05  -89.33   0.269    0.00    1.00
  -58.60  -89.82   0.130    0.00    1.00
  -81.80  -88.11   0.185    0.00    1.00
 -119.84  -88.18   0.101    0.00    1.00
 -123.61  -85.44   0.160    0.00    1.00
  -65.17  -87.06   0.233    0.00    1.00
  176.29  -86.36   0.258    0.00    1.00
  -75.49  -84.13   0.277    0.00    1.00
 -104.94  -72.88   0.269    0.00    1.00
 -168.12  -87.90   0.240    0.00    1.00
 -135.85  -75.94   0.140    0.00    1.00
 -114.02  -89.66   0.196    0.00    1.00
 -175.32  -89.82   0.165    0.00    1.00
   -2.15  -87.19   0.110    0.00    1.00
 -129.74  -86.06   0.276    0.00    1.00
  -11.13  -88.12   0.288    0.00    1.00
  -48.18  -87.48   0.232    0.00    1.00
 -148.76  -89.16   0.166    0.00    1.00
 -177.65  -84.34   0.292    0.00    1.00
  -61.93  -88.47   0.283    0.00    1.00
 -168.29  -86.22   0.211    0.00    1.00
   -8.66  -87.82   0.252    0.00    1.00
   22.26  -89.76   0.165    0.00    1.00
  -18.78  -87.32   0.150    0.00    1.00
  -54.46  -87.62   0.213    0.00    1.00
 -101.82  -89.97   0.178    0.00    1.00
  -75.39  -86.96   0.147    0.00    1.00
 -110.00  -88.40   0.276    0.00    1.00
  -89.39  -84.68   0.136    0.00    1.00
 -123.79  -88.62   0.133    0.00    1.00
 -116.49  -89.31   0.123    0.00    1.00
  -97.94  -87.78   0.238    0.00    1.00
 -107.14  -77.55   0.119    0.00    1.00
   56.74  -86.66   0.148    0.00    1.00
   10.76  -88.72   0.202    0.00    1.00
  -29.66  -87.07   0.253    0.00    1.00
   55.80  -88.95   0.226    0.00    1.00
  -26.30  -85.59   0.105    0.00    1.00
   48.29  -89.44   0.190    0.00    1.00
 -114.71  -88.65   0.259    0.00    1.00
  -91.17  -87.22   0.228    0.00    1.00
  -72.65  -78.33   0.191    0.00    1.00
  -94.57  -88.93   0.268    0.00    1.00
  -68.70  -86.94   0.296    0.00    1.00
  -60.22  -86.11   0.117    0.00    1.00
 -103.16  -88.54   0.155    0.00    1.00
   59.89  -88.81   0.209    0.00    1.00
  -34.14  -88.34   0.107    0.00    1.00
    0.69  -86.75   0.123    0.00    1.00
  -30.98  -89.99   0.129    0.00    1.00
   58.97  -79.62   0.156    0.00    1.00
   58.77  -73.39   0.128    0.00    1.00
   36.39  -89.63   0.226    0.00    1.00
   -1.28  -88.06   0.231    0.00    1.00
  -45.51  -83.34   0.295    0.00    1.00
   62.51  -88.21   0.294    0.00    1.00
  -52.13  -89.01   0.232    0.00    1.00
  -87.62  -72.76   0.251    0.00    1.00
 -102.69  -87.50   0.200    0.00    1.00
  -18.30  -82.13   0.209    0.00    1.00
    3.27  -87.44   0.168    0.00    1.00
  -91.82  -87.68   0.181    0.00    1.00
   11.43  -89.89   0.201    0.00    1.00
   88.54  -82.93   0.283    0.00    1.00
   86.29  -88.49   0.198    0.00    1.00
  101.86  -89.11   0.164    0.00    1.00
   64.01  -87.01   0.123    0.00    1.00
  108.89  -82.90   0.284    0.00    1.00
  -39.87  -85.02   0.134    0.00    1.00
  -13.57  -87.55   0.248    0.00    1.00
    4.15  -89.28   0.112    0.00    1.00
  -41.10  -77.08   0.163    0.00    1.00
  171.51  -88.19   0.118    0.00    1.00
  167.99  -81.86   0.211    0.00    1.00
 -134.56  -88.81   0.275    0.00    1.00
  -88.29  -85.02   0.167    0.00    1.00
  164.30  -86.78   0.192    0.00    1.00
 -159.72  -88.82   0.108    0.00    1.00
  177.45  -85.79   0.191    0.00    1.00
 -164.83  -88.36   0.257    0.00    1.00
  -95.38  -88.35   0.247    0.00    1.00
 -175.70  -88.00   0.184    0.00    1.00
  128.74  -83.97   0.222    0.00    1.00
  151.68  -87.99   0.200    0.00    1.00
  140.97  -84.82   0.209    0.00    1.00
  139.91  -86.78   0.185    0.00    1.00
 -135.62  -87.88   0.149    0.00    1.00
 -172.52  -73.05   0.208    0.00    1.00
 -121.92  -84.96   0.278    0.00    1.00
 -173.39  -88.01   0.172    0.00    1.00
 -126.36  -85.92   0.185    0.00    1.00
 -131.59  -87.64   0.126    0.00    1.00
  119.63  -76.54   0.124    0.00    1.00
 -127.57  -75.40   0.260    0.00    1.00
